"year_fac","pink","julian","cond__","effect1__","estimate__","se__","lower__","upper__"
"2018",14.6882129277567,205.600760456274,"1","2018",6.20519030620358,1.84519347945742,3.56068585101718,12.0213339480604
"2019",14.6882129277567,205.600760456274,"1","2019",0.622255812575059,0.394196699104462,0.151323144748144,2.91907712358426
"2020",14.6882129277567,205.600760456274,"1","2020",2.2991061522799,0.882532884186552,1.08692211860896,5.79283351702878
"2021",14.6882129277567,205.600760456274,"1","2021",9.18846411111944,3.23423227793079,4.75049857041686,20.582285376066
"2022",14.6882129277567,205.600760456274,"1","2022",1.01635271073593,0.381551309835219,0.447750532804928,2.23967493480855
